Event,Date,Race_time,Distance,Laps,Rang,Bib,ID,UCI_Class_code,NOC,Team,Time,Lapped,Velocity,Gender,Class
2014-Greenville-Wch,31/8/14,8:02,61.2,6,13,68,14,MC2,GHANA,GHA,- 2 laps,1,- 2 laps,M,C2
2014-Greenville-Wch,31/8/14,10:30,81.6,8,18,157,145,MC5,CHINA,CHN,- 2 laps,1,- 2 laps,M,C5
2014-Greenville-Wch,31/8/14,10:32,51,5,7,435,174,WC2,JAPAN,JPN,- 2 laps,1,- 2 laps,W,C2
2014-Greenville-Wch,31/8/14,8:02,61.2,6,7,455,116,WC4,USA,USA,- 2 laps,1,- 2 laps,W,C4
2013-Matane-Wcup,25/3/13,8:00,66.4,8,17,26,468,MC2,INDEPENDANT,USA,- 4 laps,1,- 4 laps,M,C2
2013-Matane-Wcup,25/3/13,10:30,83,10,15,92,482,MC3,INDEPENDANT,USA,- 4 laps,1,- 4 laps,M,C3
2013-Matane-Wcup,25/3/13,8:00,66.4,8,5,31,83,WC4,SOUTH AFRICA,RSA,- 4 laps,1,- 4 laps,W,C4
2016-Basque-WCup-V2,17/7/16,11:47,70,7,14,121,68,MC3,FRA,INDEPENDANT,- 6 laps,1,- 6 laps,M,C3
2018-Maniago-Wch,5/8/18,9:04,68,5,18,57,157,MC1,RUS,RUSSIA,-1 Lap,1,-1 Lap,M,C1
2018-Emmen-Wcup,8/7/18,16:45,63,10,12,72,157,MC1,RUS,RUSSIA,-1 Lap,1,-1 Lap,M,C1
2011-Roskilde-Wchamp,10/9/11,16:00,61.5,4,11,13,170,MC1,POL,POLAND,-1 Lap,1,-1 Lap,M,C1
2018-Emmen-Wcup,8/7/18,16:45,63,10,11,33,231,MC1,BEL,BELGIUM,-1 Lap,1,-1 Lap,M,C1
2017-PMB-WCh,3/9/17,8:00,60.7,10,10,31,285,MC1,USA,USA,-1 Lap,1,-1 Lap,M,C1
2014-Segovia_Wcup,27/7/14,11:02,64,8,11,51,285,MC1,USA,USA,-1 Lap,1,-1 Lap,M,C1
2017-PMB-WCh,3/9/17,8:00,60.7,10,9,32,318,MC1,USA,USA,-1 Lap,1,-1 Lap,M,C1
2018-BaieComeau-Wcup,19/8/18,8:00,56.7,6,11,24,322,MC1,CUB,CUBA,-1 Lap,1,-1 Lap,M,C1
2018-Emmen-Wcup,8/7/18,16:45,63,10,13,31,324,MC1,ARG,ARGENTINA,-1 Lap,1,-1 Lap,M,C1
2017-PMB-WCh,3/9/17,8:00,60.7,10,11,21,324,MC1,ARG,ARGENTINA,-1 Lap,1,-1 Lap,M,C1
2014-Segovia_Wcup,27/7/14,11:02,64,8,9,41,324,MC1,ARGENTINA,ARG,-1 Lap,1,-1 Lap,M,C1
2011-Roskilde-Wchamp,10/9/11,16:00,61.5,4,10,7,361,MC1,DEN,DENMARK,-1 Lap,1,-1 Lap,M,C1
2016-Ostend-Wcup,22/5/16,9:02,66.8,8,8,49,452,MC1,ITA,ITALY,-1 Lap,1,-1 Lap,M,C1
2012-Segovia-Wcup,17/6/12,11:00,60,5,7,2,514,MC1,AUSTRIA,AUT,-1 Lap,1,-1 Lap,M,C1
2016-PMB-Wcup,8/5/16,14:47,61.5,10,3,10,514,MC1,AUT,AUSTRIA,-1 Lap,1,-1 Lap,M,C1
2016-Ostend-Wcup,22/5/16,9:02,66.8,8,9,40,514,MC1,AUT,AUSTRIA,-1 Lap,1,-1 Lap,M,C1
2015-PMB-Wcup,13/9/15,8:02,55.4,9,6,21,514,MC1,AUT,AUSTRIA,-1 Lap,1,-1 Lap,M,C1
2016-Basque-WCup-V2,17/7/16,8:32,60,6,7,32,514,MC1,AUT,AUSTRIA,-1 Lap,1,-1 Lap,M,C1
2018-Emmen-Wcup,8/7/18,16:45,63,10,10,43,612,MC1,POR,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C1
2016-Basque-WCup-V2,17/7/16,8:32,60,6,8,68,612,MC1,POR,INDEPENDANT,-1 Lap,1,-1 Lap,M,C1
2017-PMB-WCh,3/9/17,8:00,60.7,10,8,29,634,MC1,GER,GERMANY,-1 Lap,1,-1 Lap,M,C1
2011-Baie-ComeauWCup,10/7/11,8:00,57,5,7,7,639,MC1,USA,USA,-1 Lap,1,-1 Lap,M,C1
2018-Emmen-Wcup,8/7/18,16:45,63,10,14,32,643,MC1,AUT,AUSTRIA,-1 Lap,1,-1 Lap,M,C1
2018-BaieComeau-Wcup,19/8/18,8:00,56.7,6,10,21,643,MC1,AUT,AUSTRIA,-1 Lap,1,-1 Lap,M,C1
2017-PMB-WCh,3/9/17,8:00,60.7,10,12,23,643,MC1,AUT,AUSTRIA,-1 Lap,1,-1 Lap,M,C1
2017-Emmen-Wcup,2/7/17,9:02,71,10,12,31,643,MC1,AUT,AUSTRIA,-1 Lap,1,-1 Lap,M,C1
2016-PMB-Wcup,8/5/16,14:47,61.5,10,2,11,643,MC1,AUT,AUSTRIA,-1 Lap,1,-1 Lap,M,C1
2016-Ostend-Wcup,22/5/16,9:02,66.8,8,7,41,643,MC1,AUT,AUSTRIA,-1 Lap,1,-1 Lap,M,C1
2015-Elzach_Wcup,26/7/15,10:32,55.2,12,7,31,643,MC1,AUSTRIA,AUT,-1 Lap,1,-1 Lap,M,C1
2014-Segovia_Wcup,27/7/14,11:02,64,8,10,43,643,MC1,AUSTRIA,AUT,-1 Lap,1,-1 Lap,M,C1
2014-Segovia_Wcup,27/7/14,11:02,64,8,17,72,14,MC2,GHANA,GHA,-1 Lap,1,-1 Lap,M,C2
2014-Segovia_Wcup,27/7/14,11:02,64,8,16,66,19,MC2,INDEPENDANT,ESP,-1 Lap,1,-1 Lap,M,C2
2018-Emmen-Wcup,8/7/18,16:45,63,10,21,66,82,MC2,IRL,IRELAND,-1 Lap,1,-1 Lap,M,C2
2018-BaieComeau-Wcup,19/8/18,8:00,56.7,6,9,44,149,MC2,CRC,COSTA RICA,-1 Lap,1,-1 Lap,M,C2
2018-Emmen-Wcup,8/7/18,16:45,63,10,22,51,171,MC2,BEL,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C2
2015-Maniago_Wcup,7/6/15,9:02,63.9,9,16,63,318,MC2,USA,USA,-1 Lap,1,-1 Lap,M,C2
2015-Nottwil-Wch,1/8/15,8:00,56,8,21,80,441,MC2,SLO,SLOVENIA,-1 Lap,1,-1 Lap,M,C2
2015-Maniago_Wcup,7/6/15,9:02,63.9,9,17,61,441,MC2,SLOVENIA,SLO,-1 Lap,1,-1 Lap,M,C2
2017-Emmen-Wcup,2/7/17,9:02,71,10,19,66,501,MC2,ITA,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C2
2015-Elzach_Wcup,26/7/15,10:32,55.2,12,15,60,564,MC2,MALAYSIA,MAS,-1 Lap,1,-1 Lap,M,C2
2018-Emmen-Wcup,8/7/18,16:45,63,10,20,52,574,MC2,BEL,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C2
2014-Castiglione-Wcup,11/5/14,11:32,65.1,8,23,66,578,MC2,INDEPENDANT,ITA,-1 Lap,1,-1 Lap,M,C2
2018-BaieComeau-Wcup,19/8/18,8:00,56.7,6,10,65,18,MC3,CHI,CHILE,-1 Lap,1,-1 Lap,M,C3
2013-Matane-Wcup,25/3/13,10:30,83,10,12,85,63,MC3,BELGIUM,BEL,-1 Lap,1,-1 Lap,M,C3
2016-Basque-WCup-V2,17/7/16,11:47,70,7,11,82,82,MC3,IRL,INDEPENDANT,-1 Lap,1,-1 Lap,M,C3
2014-Segovia_Wcup,27/7/14,11:00,64,8,24,106,82,MC3,IRELAND,IRL,-1 Lap,1,-1 Lap,M,C3
2016-Basque-WCup-V2,17/7/16,11:47,70,7,12,84,90,MC3,ITA,INDEPENDANT,-1 Lap,1,-1 Lap,M,C3
2015-Maniago_Wcup,7/6/15,12:15,85.2,12,20,73,237,MC3,INDEPENDANT,IND,-1 Lap,1,-1 Lap,M,C3
2014-Greenville-Wch,31/8/14,8:00,71.4,7,20,114,287,MC3,USA,USA,-1 Lap,1,-1 Lap,M,C3
2015-Elzach_Wcup,25/7/15,11:00,69,15,15,95,414,MC3,RUSSIA,RUS,-1 Lap,1,-1 Lap,M,C3
2017-PMB-WCh,3/9/17,8:00,60.7,10,15,87,415,MC3,RSA,SOUTH AFRICA,-1 Lap,1,-1 Lap,M,C3
2014-Castiglione-Wcup,11/5/14,11:30,81.3,10,18,452,539,MC3,CZECH REPUBLIC,CZE,-1 Lap,1,-1 Lap,M,C3
2015-Maniago_Wcup,7/6/15,12:15,85.2,12,19,78,541,MC3,GREAT BRITAIN,GRE,-1 Lap,1,-1 Lap,M,C3
2014-Castiglione-Wcup,11/5/14,11:30,81.3,10,17,462,542,MC3,IRELAND,IRL,-1 Lap,1,-1 Lap,M,C3
2018-Emmen-Wcup,8/7/18,16:45,63,10,15,105,569,MC3,POR,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C3
2018-Emmen-Wcup,8/7/18,16:45,63,10,16,93,582,MC3,BEL,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C3
2018-Emmen-Wcup,8/7/18,16:45,63,10,14,104,607,MC3,NED,NETHERLANDS,-1 Lap,1,-1 Lap,M,C3
2015-Elzach_Wcup,26/7/15,12:30,69,15,10,112,13,MC4,SPAIN,ESP,-1 Lap,1,-1 Lap,M,C4
2015-Nottwil-Wch,1/8/15,16:00,77.5,5,15,139,57,MC4,UKR,UKRAINE,-1 Lap,1,-1 Lap,M,C4
2014-Segovia_Wcup,27/7/14,16:00,80,10,18,137,60,MC4,ITALY,ITA,-1 Lap,1,-1 Lap,M,C4
2013-Baie-Comeau-Wcha,1/9/13,10:30,80,7,17,101,67,MC4,CANADA,CAN,-1 Lap,1,-1 Lap,M,C4
2011-SydneyWCup,4/5/11,8:30,73.5,8.5,10,44,69,MC4,CAN,CAN,-1 Lap,1,-1 Lap,M,C4
2016-Basque-WCup-V2,17/7/16,11:45,80,8,10,112,99,MC4,POR,INDEPENDANT,-1 Lap,1,-1 Lap,M,C4
2015-Maniago_Wcup,7/6/15,9:00,85.2,12,16,115,99,MC4,PORTUGAL,POR,-1 Lap,1,-1 Lap,M,C4
2015-PMB-Wcup,13/9/15,8:00,73.8,12,10,77,129,MC4,RSA,SOUTH AFRICA,-1 Lap,1,-1 Lap,M,C4
2018-BaieComeau-Wcup,19/8/18,10:15,85.1,9,8,87,176,MC4,LAT,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C4
2017-Ostend-Wcup,21/5/17,9:00,80,10,15,116,185,MC4,GBR,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C4
2017-PMB-WCh,3/9/17,10:30,85,14,11,102,213,MC4,BRA,BRAZIL,-1 Lap,1,-1 Lap,M,C4
2015-Elzach_Wcup,26/7/15,12:30,69,15,12,114,230,MC4,INDEPENDANT,GER,-1 Lap,1,-1 Lap,M,C4
2018-BaieComeau-Wcup,19/8/18,10:15,85.1,9,7,83,233,MC4,ESP,SPAIN,-1 Lap,1,-1 Lap,M,C4
2013-Baie-Comeau-Wcha,1/9/13,10:30,80,7,16,102,240,MC4,CHINA,CHN,-1 Lap,1,-1 Lap,M,C4
2012-Baie-Comeau-Wcup,8/7/12,10:00,80,7,2,33,322,MC4,CUBA,CUB,-1 Lap,1,-1 Lap,M,C4
2011-Baie-ComeauWCup,10/7/11,10:30,79.8,7,14,57,322,MC4,CUB,CUBA,-1 Lap,1,-1 Lap,M,C4
2016-Basque-WCup-V2,17/7/16,11:45,80,8,11,105,372,MC4,ESP,INDEPENDANT,-1 Lap,1,-1 Lap,M,C4
2015-Maniago_Wcup,7/6/15,9:00,85.2,12,17,117,394,MC4,RUSSIA,RUS,-1 Lap,1,-1 Lap,M,C4
2017-PMB-WCh,3/9/17,10:30,85,14,13,106,399,MC4,ESP,SPAIN,-1 Lap,1,-1 Lap,M,C4
2015-Nottwil-Wch,1/8/15,16:00,77.5,5,16,128,399,MC4,ESP,SPAIN,-1 Lap,1,-1 Lap,M,C4
2017-PMB-WCh,3/9/17,10:30,85,14,12,111,406,MC4,IRL,IRELAND,-1 Lap,1,-1 Lap,M,C4
2015-Maniago_Wcup,7/6/15,9:00,85.2,12,18,107,446,MC4,INDEPENDANT,IND,-1 Lap,1,-1 Lap,M,C4
2012-Rome-Wcup,26/5/12,9:00,75,15,12,90,503,MC4,GERMANY,GER,-1 Lap,1,-1 Lap,M,C4
2012-Rome-Wcup,26/5/12,9:00,75,15,12,90,503,MC4,GERMANY,GER,-1 Lap,1,-1 Lap,M,C4
2016-PMB-Wcup,8/5/16,14:47,67.7,11,2,30,548,MC4,CRC,COSTA RICA,-1 Lap,1,-1 Lap,M,C4
2014-Castiglione-Wcup,11/5/14,9:00,97.5,12,18,105,566,MC4,ROMANIA,ROU,-1 Lap,1,-1 Lap,M,C4
2016-PMB-Wcup,8/5/16,14:47,67.7,11,3,31,581,MC4,IRL,INDEPENDANT,-1 Lap,1,-1 Lap,M,C4
2015-Nottwil-Wch,1/8/15,16:00,77.5,5,14,132,588,MC4,MAS,MALAYSIA,-1 Lap,1,-1 Lap,M,C4
2015-Elzach_Wcup,26/7/15,12:30,69,15,11,117,588,MC4,MALAYSIA,MAS,-1 Lap,1,-1 Lap,M,C4
2018-Ostend_Wcup,6/5/18,9:00,80,10,15,135,589,MC4,POL,POLAND,-1 Lap,1,-1 Lap,M,C4
2014-Greenville-Wch,31/8/14,10:30,81.6,8,21,144,593,MC4,MEXICO,MEX,-1 Lap,1,-1 Lap,M,C4
2011-Baie-ComeauWCup,10/7/11,10:30,79.8,7,13,65,629,MC4,USA,INDEPENDANT,-1 Lap,1,-1 Lap,M,C4
2012-Rome-Wcup,26/5/12,9:00,75,15,18,132,1,MC5,JAPAN,JPN,-1 Lap,1,-1 Lap,M,C5
2018-Emmen-Wcup,8/7/18,14:15,88.2,14,19,162,7,MC5,ITA,ITALY,-1 Lap,1,-1 Lap,M,C5
2018-Maniago-Wch,5/8/18,9:00,81.6,6,18,193,12,MC5,UAE,UNITED ARAB,-1 Lap,1,-1 Lap,M,C5
2015-Yverdon-Wcup,16/6/15,10:30,58.12,4,22,154,30,MC5,USA,INDEPENDANT,-1 Lap,1,-1 Lap,M,C5
2015-Maniago_Wcup,7/6/15,9:00,85.2,12,14,133,35,MC5,INDEPENDANT,IND,-1 Lap,1,-1 Lap,M,C5
2018-Ostend_Wcup,6/5/18,9:00,80,10,18,168,51,MC5,POL,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C5
2018-Emmen-Wcup,8/7/18,14:15,88.2,14,15,170,51,MC5,POL,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C5
2015-Elzach_Wcup,26/7/15,12:30,69,15,15,143,76,MC5,INDEPENDANT,GER,-1 Lap,1,-1 Lap,M,C5
2018-Emmen-Wcup,8/7/18,14:15,88.2,14,16,163,84,MC5,ITA,ITALY,-1 Lap,1,-1 Lap,M,C5
2018-Emmen-Wcup,8/7/18,14:15,88.2,14,17,171,114,MC5,RSA,SOUTH AFRICA,-1 Lap,1,-1 Lap,M,C5
2017-PMB-WCh,3/9/17,10:30,85,14,13,142,123,MC5,RSA,SOUTH AFRICA,-1 Lap,1,-1 Lap,M,C5
2016-PMB-Wcup,8/5/16,14:47,67.7,11,2,42,123,MC5,RSA,SOUTH AFRICA,-1 Lap,1,-1 Lap,M,C5
2018-Emmen-Wcup,8/7/18,14:15,88.2,14,20,164,130,MC5,ITA,ITALY,-1 Lap,1,-1 Lap,M,C5
2017-PMB-WCh,3/9/17,10:30,85,14,14,139,130,MC5,ITA,ITALY,-1 Lap,1,-1 Lap,M,C5
2018-Emmen-Wcup,8/7/18,14:15,88.2,14,13,172,147,MC5,SRB,SERBIE,-1 Lap,1,-1 Lap,M,C5
2018-Maniago-Wch,5/8/18,9:00,81.6,6,17,191,147,MC5,SRB,SERBIE,-1 Lap,1,-1 Lap,M,C5
2014-Segovia_Wcup,27/7/14,16:00,80,10,21,163,188,MC5,INDEPENDANT,ESP,-1 Lap,1,-1 Lap,M,C5
2018-Emmen-Wcup,8/7/18,14:15,88.2,14,10,174,194,MC5,USA,USA,-1 Lap,1,-1 Lap,M,C5
2013-Segovia-Wcup,20/9/13,16:00,72,6,17,120,196,MC5,INDEPENDANT,ESP,-1 Lap,1,-1 Lap,M,C5
2014-Segovia_Wcup,27/7/14,16:00,80,10,19,171,197,MC5,GREAT BRITAIN,GBR,-1 Lap,1,-1 Lap,M,C5
2015-Elzach_Wcup,26/7/15,12:30,69,15,13,137,200,MC5,BRAZIL,BRA,-1 Lap,1,-1 Lap,M,C5
2018-Emmen-Wcup,8/7/18,14:15,88.2,14,14,160,208,MC5,GUY,GUYANA,-1 Lap,1,-1 Lap,M,C5
2015-Elzach_Wcup,26/7/15,12:30,69,15,14,142,210,MC5,INDEPENDANT,GBR,-1 Lap,1,-1 Lap,M,C5
2014-Segovia_Wcup,27/7/14,16:00,80,10,20,172,210,MC5,INDEPENDANT,GBR,-1 Lap,1,-1 Lap,M,C5
2014-Greenville-Wch,31/8/14,10:30,81.6,8,17,169,221,MC5,USA,USA,-1 Lap,1,-1 Lap,M,C5
2017-Ostend-Wcup,21/5/17,9:00,80,10,17,139,241,MC5,GBR,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C5
2018-Ostend_Wcup,6/5/18,9:00,80,10,19,166,251,MC5,MAS,MALAYSIA,-1 Lap,1,-1 Lap,M,C5
2016-Basque-WCup-V2,17/7/16,11:45,80,8,14,138,265,MC5,GBR,INDEPENDANT,-1 Lap,1,-1 Lap,M,C5
2015-Maniago_Wcup,7/6/15,9:00,85.2,12,15,131,265,MC5,INDEPENDANT,IND,-1 Lap,1,-1 Lap,M,C5
2011-Baie-ComeauWCup,10/7/11,10:30,79.8,7,12,86,270,MC5,USA,USA,-1 Lap,1,-1 Lap,M,C5
2015-Elzach_Wcup,26/7/15,12:30,69,15,12,138,275,MC5,INDEPENDANT,CZE,-1 Lap,1,-1 Lap,M,C5
2014-Segovia_Wcup,27/7/14,16:00,80,10,18,162,275,MC5,INDEPENDANT,CZE,-1 Lap,1,-1 Lap,M,C5
2018-Emmen-Wcup,8/7/18,14:15,88.2,14,21,167,292,MC5,JPN,JAPAN,-1 Lap,1,-1 Lap,M,C5
2012-Rome-Wcup,26/5/12,9:00,75,15,19,137,295,MC5,RUSSIA,RUS,-1 Lap,1,-1 Lap,M,C5
2018-Maniago-Wch,5/8/18,9:00,81.6,6,15,182,325,MC5,INA,INDONESIA,-1 Lap,1,-1 Lap,M,C5
2018-Emmen-Wcup,8/7/18,14:15,88.2,14,11,156,443,MC5,FRA,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C5
2016-Basque-WCup-V2,17/7/16,11:45,80,8,15,132,449,MC5,ESP,INDEPENDANT,-1 Lap,1,-1 Lap,M,C5
2011-SydneyWCup,4/5/11,8:30,73.5,8.5,9,67,485,MC5,NZL,NZL,-1 Lap,1,-1 Lap,M,C5
2015-Yverdon-Wcup,16/6/15,10:30,58.12,4,21,151,498,MC5,POR,INDEPENDANT,-1 Lap,1,-1 Lap,M,C5
2018-Maniago-Wch,5/8/18,9:00,81.6,6,15,183,499,MC5,INA,INDONESIA,-1 Lap,1,-1 Lap,M,C5
2018-Emmen-Wcup,8/7/18,14:15,88.2,14,18,154,567,MC5,ESP,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C5
2018-Emmen-Wcup,8/7/18,14:15,88.2,14,12,152,609,MC5,BEL,INDIVIDUAL,-1 Lap,1,-1 Lap,M,C5
2015-PMB-Wcup,13/9/15,8:00,73.8,12,6,98,632,MC5,RSA,SOUTH AFRICA,-1 Lap,1,-1 Lap,M,C5
2018-Ostend_Wcup,5/5/18,9:00,32,4,7,341,45,MT1,CZE,CZECH REPUBLIC,-1 Lap,1,-1 Lap,M,T1
2017-PMB-WCh,2/9/17,13:30,30.4,5,4,251,45,MT1,CZE,CZECH REPUBLIC,-1 Lap,1,-1 Lap,M,T1
2017-Emmen-Wcup,1/7/17,10:30,28.4,4,5,291,45,MT1,CZE,CZECH REPUBLIC,-1 Lap,1,-1 Lap,M,T1
2016-Basque-WCup-V2,16/7/16,15:15,21.6,3,7,267,184,MT1,ESP,INDEPENDANT,-1 Lap,1,-1 Lap,M,T1
2017-Ostend-Wcup,20/5/17,9:00,24,3,6,314,193,MT1,FRA,INDIVIDUAL,-1 Lap,1,-1 Lap,M,T1
2012-Rome-Wcup,27/5/12,11:15,25,5,4,250,236,MT1,CZECH REPUBLIC,CZE,-1 Lap,1,-1 Lap,M,T1
2017-PMB-WCh,2/9/17,13:30,30.4,5,5,252,236,MT1,CZE,CZECH REPUBLIC,-1 Lap,1,-1 Lap,M,T1
2018-Ostend_Wcup,5/5/18,9:00,32,4,8,347,286,MT1,KOR,INDIVIDUAL,-1 Lap,1,-1 Lap,M,T1
2016-Basque-WCup-V2,16/7/16,15:15,21.6,3,8,272,309,MT1,USA,INDEPENDANT,-1 Lap,1,-1 Lap,M,T1
2017-PMB-WCh,2/9/17,13:30,30.4,5,2,253,363,MT1,ITA,ITALY,-1 Lap,1,-1 Lap,M,T1
2015-Maniago_Wcup,6/6/15,9:00,28.4,4,5,258,397,MT1,INDEPENDANT,IND,-1 Lap,1,-1 Lap,M,T1
2017-PMB-WCh,2/9/17,13:30,30.4,5,3,255,410,MT1,SWE,SWEDEN,-1 Lap,1,-1 Lap,M,T1
2012-Rome-Wcup,27/5/12,11:15,25,5,3,251,510,MT1,DENMARK,DEN,-1 Lap,1,-1 Lap,M,T1
2017-Maniago-Wcup,13/5/17,9:00,28.4,4,6,326,579,MT1,ITA,INDIVIDUAL,-1 Lap,1,-1 Lap,M,T1
2015-Maniago_Wcup,6/6/15,9:00,28.4,4,4,259,579,MT1,INDEPENDANT,IND,-1 Lap,1,-1 Lap,M,T1
2015-Maniago_Wcup,6/6/15,9:00,28.4,4,18,270,105,MT2,CZECH REPUBLIC,CZE,-1 Lap,1,-1 Lap,M,T2
2015-Elzach_Wcup,26/7/15,9:00,27.6,6,10,286,193,MT2,INDEPENDANT,FRA,-1 Lap,1,-1 Lap,M,T2
2015-Elzach_Wcup,26/7/15,9:00,27.6,6,8,290,345,MT2,INDEPENDANT,ROU,-1 Lap,1,-1 Lap,M,T2
2015-PMB-Wcup,12/9/15,14:30,24.6,4,8,187,350,MT2,USA,INDEPENDANT,-1 Lap,1,-1 Lap,M,T2
2015-Elzach_Wcup,26/7/15,9:00,27.6,6,9,292,350,MT2,INDEPENDANT,USA,-1 Lap,1,-1 Lap,M,T2
2015-Nottwil-Wch,1/8/15,11:00,28,4,11,304,459,MT2,CRO,CROATIA,-1 Lap,1,-1 Lap,M,T2
2014-Segovia_Wcup,27/7/14,11:02,64,8,2,382,6,WC2,SPAIN,ESP,-1 Lap,1,-1 Lap,W,C2
2018-Maniago-Wch,5/8/18,11:22,54.4,4,7,405,155,WC2,GRE,GREECE,-1 Lap,1,-1 Lap,W,C2
2018-Ostend_Wcup,6/5/18,12:17,48,6,5,414,174,WC2,JPN,JAPAN,-1 Lap,1,-1 Lap,W,C2
2015-Maniago_Wcup,7/6/15,12:17,56.8,8,5,335,269,WC2,SERBIE,SER,-1 Lap,1,-1 Lap,W,C2
2017-Emmen-Wcup,2/7/17,12:32,56.8,8,3,362,316,WC2,FIN,FINLAND,-1 Lap,1,-1 Lap,W,C2
2018-Emmen-Wcup,8/7/18,12:00,50.4,8,3,401,341,WC2,AUT,AUSTRIA,-1 Lap,1,-1 Lap,W,C2
2017-Emmen-Wcup,2/7/17,12:32,56.8,8,4,361,341,WC2,AUT,AUSTRIA,-1 Lap,1,-1 Lap,W,C2
2014-Segovia_Wcup,27/7/14,11:02,64,8,3,385,341,WC2,INDEPENDANT,GER,-1 Lap,1,-1 Lap,W,C2
2014-Greenville-Wch,31/8/14,10:32,51,5,6,431,421,WC2,ARGENTINA,ARG,-1 Lap,1,-1 Lap,W,C2
2015-Elzach_Wcup,25/7/15,11:02,46,10,4,331,492,WC2,CANADA,CAN,-1 Lap,1,-1 Lap,W,C2
2018-Maniago-Wch,5/8/18,11:22,54.4,4,5,423,32,WC3,MAS,MALAYSIA,-1 Lap,1,-1 Lap,W,C3
2018-Emmen-Wcup,8/7/18,12:00,50.4,8,3,424,97,WC3,GBR,INDIVIDUAL,-1 Lap,1,-1 Lap,W,C3
2015-Maniago_Wcup,7/6/15,12:17,56.8,8,5,344,215,WC3,INDEPENDANT,IND,-1 Lap,1,-1 Lap,W,C3
2014-Segovia_Wcup,27/7/14,11:02,64,8,2,391,507,WC3,GERMANY,GER,-1 Lap,1,-1 Lap,W,C3
2015-Nottwil-Wch,1/8/15,8:02,49,7,5,364,602,WC3,NED,NETHERLANDS,-1 Lap,1,-1 Lap,W,C3
2015-Elzach_Wcup,25/7/15,11:02,46,10,4,343,602,WC3,NETHERLANDS,NED,-1 Lap,1,-1 Lap,W,C3
2017-PMB-WCh,3/9/17,8:02,60.7,10,4,314,15,WC4,FRA,FRANCE,-1 Lap,1,-1 Lap,W,C4
2015-Nottwil-Wch,1/8/15,16:02,62,4,6,375,15,WC4,FRA,FRANCE,-1 Lap,1,-1 Lap,W,C4
2015-Elzach_Wcup,26/7/15,10:30,55.2,12,5,353,15,WC4,INDEPENDANT,FRA,-1 Lap,1,-1 Lap,W,C4
2014-Segovia_Wcup,27/7/14,16:02,64,8,7,405,15,WC4,INDEPENDANT,FRA,-1 Lap,1,-1 Lap,W,C4
2013-Segovia-Wcup,16/6/13,11:02,60,5,2,341,83,WC4,SOUTH AFRICA,RSA,-1 Lap,1,-1 Lap,W,C4
2011-SydneyWCup,5/5/11,8:32,53.7,NA,3,232,83,WC4,RSA,RSA,-1 Lap,1,-1 Lap,W,C4
2014-Segovia_Wcup,27/7/14,16:02,64,8,6,406,152,WC4,INDEPENDANT,GER,-1 Lap,1,-1 Lap,W,C4
2015-Elzach_Wcup,26/7/15,10:30,55.2,12,3,355,166,WC4,INDEPENDANT,USA,-1 Lap,1,-1 Lap,W,C4
2015-Elzach_Wcup,26/7/15,10:30,55.2,12,4,351,209,WC4,AUSTRALIA,AUS,-1 Lap,1,-1 Lap,W,C4
2018-Maniago-Wch,5/8/18,11:20,68,5,10,436,291,WC4,DEN,DENMARK,-1 Lap,1,-1 Lap,W,C4
2017-PMB-WCh,3/9/17,8:02,60.7,10,5,312,328,WC4,AUS,AUSTRALIA,-1 Lap,1,-1 Lap,W,C4
2014-Castiglione-Wcup,11/5/14,11:32,65.1,8,4,355,357,WC4,INDEPENDANT,NED,-1 Lap,1,-1 Lap,W,C4
2017-PMB-WCh,3/9/17,8:02,60.7,10,6,313,376,WC4,CAN,CANADA,-1 Lap,1,-1 Lap,W,C4
2014-Greenville-Wch,31/8/14,8:02,61.2,6,6,453,376,WC4,CANADA,CAN,-1 Lap,1,-1 Lap,W,C4
2014-Castiglione-Wcup,11/5/14,11:32,65.1,8,5,353,490,WC4,INDEPENDANT,ITA,-1 Lap,1,-1 Lap,W,C4
2017-Emmen-Wcup,2/7/17,12:32,71,10,6,383,502,WC4,GBR,GREAT BRITAIN,-1 Lap,1,-1 Lap,W,C4
2015-Nottwil-Wch,1/8/15,16:02,62,4,8,376,502,WC4,GBR,GREAT BRITAIN,-1 Lap,1,-1 Lap,W,C4
2015-PMB-Wcup,13/9/15,13:30,55.4,9,6,235,524,WC4,RUS,RUSSIA,-1 Lap,1,-1 Lap,W,C4
2015-Nottwil-Wch,1/8/15,16:02,62,4,7,378,524,WC4,RUS,RUSSIA,-1 Lap,1,-1 Lap,W,C4
2015-Maniago_Wcup,7/6/15,12:17,56.8,8,6,355,524,WC4,RUSSIA,RUS,-1 Lap,1,-1 Lap,W,C4
